136,123,#start,16777215
120,90,#start,16777215
52,38,#start,16777215
19,79,#start,16777215
39,157,#start,16777215
95,170,#start,16777215
48,195,#start,16777215
35,255,#start,16777215
86,271,#start,16777215
135,204,#start,16777215
133,121,#start,16777215
151,85,#start,16777215
214,31,#start,16777215
240,78,#start,16777215
227,155,#start,16777215
170,167,#start,16777215
215,189,#start,16777215
244,258,#start,16777215
185,277,#start,16777215
135,200,#start,16777215
124,102,#stop,16777215
144,104,#start,16777215
133,99,#start,16777215
148,16,#start,16777215
172,10,#start,16777215
174,34,#start,16777215
157,39,#start,16777215
153,24,#start,16777215
161,24,#start,16777215
161,29,#start,16777215
131,96,#stop,16777215
126,12,#start,16777215
100,3,#start,16777215
91,24,#start,16777215
111,30,#start,16777215
114,17,#start,16777215
104,12,#start,16777215
103,21,#start,16777215
105,134,#area,16777215
169,131,#area,16777215
56,81,#start,16777215
